2,0,0,-2,0,0
562,0,0,558,0,0
1122,0,0,1118,0,0
1682,0,0,1678,0,0
2242,0,0,2238,0,0
2802,0,0,2798,0,0
3362,0,0,3358,0,0
3922,0,0,3918,0,0
4482,0,0,4478,0,0
5042,0,0,5038,0,0
